ID,Supplier,Supplier Ref,SMILES,CLNUMBER
IRB-0000200,ChemDiv,6786-9287,COc1ccc(cc1)C1C2=C(CC(C)(C)CC2=O)Nc2cc(c(cc21)OC)OC,CL1492
IRB-0000201,ChemDiv,4159-0210,CCOCCSC1=NC2=C(C(=O)N1)C(C)(Cc1ccccc12)C1CCCCC1,CL0017
IRB-0000202,ChemDiv,6786-9299,CC1(C)CC(=O)C2=C(C1)Nc1cc3c(cc1C2c1ccc(cc1)Cl)OCO3,CL1492
IRB-0000203,ChemDiv,4180-1792,COC(=O)Cn1ncnc1Sc1nc2c(n1C)C(=O)N(C)C(=O)N2C,CL2312
IRB-0000204,ChemDiv,6791-0026,Clc1ccc(c(c1)S(=O)(=O)Nc1ccc2c(c1)SC(=O)O2)Cl,CL4745
IRB-0000205,ChemDiv,4197-0015,Cc1nc(c2ccccc2n1)SCCOc1ccc(cc1)C(C)(C)C,CL2249
IRB-0000206,ChemDiv,6791-0035,Cc1cc(cc(c1C)S(=O)(=O)Nc1ccc2c(c1)SC(=O)O2)C(C)(C)C,CL4745
IRB-0000207,ChemDiv,4204-0050,Ic1cccc(c1)NC1=C(N2CCCCC2)C(=O)c2ccccc2C1=O,CL1081
IRB-0000208,ChemDiv,6801-0322,CCNc1nc(nc(n1)N(C)C)Oc1ccc(nn1)OCC(=O)OC,CL2117
IRB-0000209,ChemDiv,6145-0020,O=C1CCCc2oc3ccc(cc3c21)NS(=O)(=O)c1ccc2c(c1)C(=O)c1ccccc1C2=O,CL1405
IRB-0000210,ChemDiv,6456-0595,Cc1cc2nc(nc(c2cc1C)C)NC1=NCN(CN1)Cc1ccccc1,CL2247
IRB-0000211,ChemDiv,6145-0455,CN1C(=O)C(=C2c3ccccc3C(=O)c3cccc1c32)NCCO,CL1497
IRB-0000212,ChemDiv,6457-0032,COc1ccc(cc1)CN1COc2ccc(cc2C1)Cl,CL2850
IRB-0000213,ChemDiv,6145-0484,Clc1ccc2c3c1C(=O)c1ccccc1C3=C(C(=O)N2)C(=O)c1ccccc1,CL1497
IRB-0000214,ChemDiv,6466-0061,CC1CCc2c(sc(c2C(=O)N)NC(=O)Cn2nc(c3c2CCCC3)C(F)(F)F)C1,CL7512
IRB-0000215,ChemDiv,6152-0941,COc1ccc(cc1OC)-c1nnc(o1)-c1cc(c(c(c1)OC)OC)OC,CL1258
IRB-0000216,ChemDiv,6466-0094,CSc1ccccc1NC(=O)Cn1nc(c2c1CCC2)C(F)(F)F,CL7512
IRB-0000217,ChemDiv,6153-0018,COc1ccc(cc1OC)Cn1c2ccccc2c2nc3ccccc3nc12,CL0306
IRB-0000218,ChemDiv,6466-0098,FC(F)(F)c1nn(c2c1CCC2)CC(=O)Nc1ccc2c(c1)OCO2,CL7512
IRB-0000219,ChemDiv,6153-0088,CCCn1c2ccc(cc2c2nc3ccccc3nc12)C,CL0306
IRB-0000220,ChemDiv,6466-0332,CC(C)OC(=O)CSc1nc(cc(n1)C(F)(F)F)-c1ccc(cc1)F,CL2436
IRB-0000221,ChemDiv,6153-0091,CC(C)Cn1c2ccc(cc2c2nc3ccccc3nc12)C,CL0306
IRB-0000222,ChemDiv,6466-0350,Fc1ccc(cc1)-c1cc(nc(n1)SCC(=O)NC1CCCC1)C(F)(F)F,CL1325
IRB-0000223,ChemDiv,6153-0120,Cc1ccc2n(c3nc4ccccc4nc3c2c1)CC#N,CL0306
IRB-0000224,ChemDiv,6466-0707,FC(F)(F)c1cc(nc(n1)SCC(=O)NCc1cccs1)-c1cccs1,CL1325
IRB-0000225,ChemDiv,4204-0054,Ic1cccc(c1)NC1=C(N2CCOCC2)C(=O)c2ccccc2C1=O,CL1081
IRB-0000226,ChemDiv,6807-0079,OC(=O)c1cc(ccc1O)S(=O)(=O)Nc1ccc2c(c1)SC(=O)O2,CL4745
IRB-0000227,ChemDiv,4204-0057,Ic1cccc(c1)NC1=C(N2CCCC2)C(=O)c2ccccc2C1=O,CL1081
IRB-0000228,ChemDiv,6807-0112,Clc1ccc(cc1)S(=O)(=O)Nc1cc(c2c(c1)SC(=O)O2)Cl,CL4745
IRB-0000229,ChemDiv,4205-0030,O=C1CCC(=O)N1c1nc2n(n1)C(C=C(N2)c1ccccc1)c1ccccc1,CL6600
IRB-0000230,ChemDiv,6809-0008,COc1ccc(cc1)Nc1nc(nc(n1)CSc1ncccn1)N,CL2120
IRB-0000231,ChemDiv,4222-0077,CCSC1=NC2=C(C(=O)N1CC)C1(CCCCC1)Cc1ccccc12,CL0017
IRB-0000232,ChemDiv,6809-0046,COc1ccccc1Nc1nc(nc(n1)CSc1nnc(o1)-c1ccncc1)N,CL2120
IRB-0000233,ChemDiv,4222-0088,CCOC(=O)CSC1=NC2=C(C(=O)N1CC)C1(CCCCC1)Cc1ccccc12,CL0017
IRB-0000234,ChemDiv,6809-0082,COC(=O)CC1=Nc2ccccc2NC(=O)C1,CL7479
IRB-0000235,ChemDiv,4222-0117,CCN1C(=O)C2=C(N=C1SC)c1ccccc1CC12CCCC1,CL0017
IRB-0000236,ChemDiv,6857-0107,CCN(CC)c1ncnc2c1sc1nc(c3c(c12)CC(C)(C)OC3)N1CCOCC1,CL1546
IRB-0000237,ChemDiv,4222-0118,CCSC1=NC2=C(C(=O)N1CC)C1(CCCC1)Cc1ccccc12,CL0017
IRB-0000238,ChemDiv,6861-0090,CC(C)(C)C(=O)Nc1c(oc2ccccc12)C(=O)c1ccc(cc1)Cl,CL3746
IRB-0000239,ChemDiv,4222-0120,CCN1C(=NC2=C(C1=O)C1(CCCC1)Cc1ccccc12)SC(C)C,CL0017
IRB-0000240,ChemDiv,6861-0174,Brc1ccc(cc1)C(=O)c1oc2ccccc2c1NC(=O)c1ccccc1,CL3746
IRB-0000241,ChemDiv,6158-0201,OC(=O)COc1nsnc1N1CCOCC1,CL1026
IRB-0000242,ChemDiv,6466-1129,FC(F)(F)c1cc(nc(n1)SCCC(=O)NC1CCCCC1)-c1ccc2c(c1)OCO2,CL2436
IRB-0000243,ChemDiv,6169-0036,Cc1cc2c(c(c1Cl)C)CN(CO2)Cc1ccc(cc1)F,CL2850
IRB-0000244,ChemDiv,6466-1141,FC(F)(F)c1cc(nc(n1)SCCC(=O)NCC1CCCO1)-c1ccc2c(c1)OCO2,CL2436
IRB-0000245,ChemDiv,6172-0003,Cc1ccc(cc1C)N1COc2ccc3ccccc3c2C1,CL2850
IRB-0000246,ChemDiv,6484-0024,CCc1ccc(cc1)C1C2=C(NC3=C1C(=O)c1ccccc13)N(C)C(=O)NC2=O,CL1312
IRB-0000247,ChemDiv,6172-0024,COc1ccc2c(c1)CN(CO2)c1ccc(c(c1)C)C,CL2850
IRB-0000248,ChemDiv,6484-0031,CN1C(=O)N(C)C2=C(C(C3=C(N2)c2ccccc2C3=O)c2ccc(cc2)C)C1=O,CL1312
IRB-0000249,ChemDiv,6172-0035,CCOc1ccc(cc1)N1COc2ccc(cc2C1)OCC,CL2850
IRB-0000250,ChemDiv,6484-0032,COc1ccccc1C1C2=C(NC3=C1C(=O)c1ccccc13)N(C)C(=O)N(C)C2=O,CL1312
IRB-0000251,ChemDiv,6172-0038,CCOc1ccc2c(c1)CN(CO2)c1c(cccc1C)C,CL2850
IRB-0000252,ChemDiv,6484-0039,COCCN1C(=O)NC(=O)C2=C1NC1=C(C2c2ccc(cc2)C(C)C)C(=O)c2ccccc21,CL1312
IRB-0000253,ChemDiv,6172-0040,CCOc1ccc2c(c1)CN(CO2)c1ccc(cc1)Br,CL2850
IRB-0000254,ChemDiv,6484-0048,COCCN1C(=O)NC(=O)C2=C1NC1=C(C2c2cccc(c2Cl)Cl)C(=O)c2ccccc21,CL1312
IRB-0000255,ChemDiv,6173-0328,Cc1cccc(c1)Nc1nc(nc(n1)CSc1nccc(n1)C)N,CL2120
IRB-0000256,ChemDiv,6484-0066,COCCN1C(=O)NC(=O)C2=C1NC1=C(C2c2cccc3ccccc23)C(=O)c2ccccc21,CL1312
IRB-0000257,ChemDiv,4222-0128,CCN1C(=O)C2=C(N=C1SCC#N)c1ccccc1CC12CCCC1,CL0017
IRB-0000258,ChemDiv,6861-0215,Brc1ccccc1C(=O)Nc1c(oc2ccccc12)C(=O)c1ccccc1,CL3746
IRB-0000259,ChemDiv,4223-6833,CC1=C(C(C2=C(CC(CC2=O)c2cccs2)N1)c1cccs1)C(=O)OCC1CCCO1,CL1599
IRB-0000260,ChemDiv,6872-0280,Fc1ccc(cc1)C1N(CCCN2CCOCC2)C(=O)C2=C1C(=O)c1ccccc1O2,CL3430A
IRB-0000261,ChemDiv,4223-6937,COC(=O)C1=C(C)NC2=C(C1c1ccc(cc1)SC)C(=O)CC(C2)c1ccc(c(c1)OC)OC,CL1588
IRB-0000262,ChemDiv,6872-0346,COc1cc(ccc1O)C1N(CCCN2CCOCC2)C(=O)C2=C1C(=O)c1cc(ccc1O2)C,CL3430A
IRB-0000263,ChemDiv,4248-0373,CC(C)(C)c1ccc(cc1)OC1=COc2cc(ccc2C1=O)OC(=O)c1cccs1,CL0438
IRB-0000264,ChemDiv,6872-0519,CCCOc1ccc(cc1)C1N(CCCN2CCOCC2)C(=O)C2=C1C(=O)c1cc(c(cc1O2)C)C,CL3430A
IRB-0000265,ChemDiv,4265-0021,OC(=O)c1cc(nc2cc3nc(cc(c3cc12)C(=O)O)-c1ccccc1)-c1ccccc1,CL1204
IRB-0000266,ChemDiv,6872-1860,CCOc1ccc(cc1OC)C1N(CCOC)C(=O)C2=C1C(=O)c1cc(c(cc1O2)C)C,CL3430
IRB-0000267,ChemDiv,4296-0810,Cc1ccc(cc1)C(=O)c1sc2nc3c(cc2c1N)C(=O)CC(C)(C)C3,CL3357
IRB-0000268,ChemDiv,6872-2651,COc1cc(cc(c1OC)OC)C1N(C(=O)C2=C1C(=O)c1ccccc1O2)c1nncs1,CL3430
IRB-0000269,ChemDiv,4296-0912,CCCSc1nc2c(c(c1C#N)-c1ccc(o1)C)CCCC2,CL1969B
IRB-0000270,ChemDiv,6872-2653,CCCOc1ccc(cc1)C1N(C(=O)C2=C1C(=O)c1ccccc1O2)c1nncs1,CL3430
IRB-0000271,ChemDiv,4319-0012,OC1(CC(=O)c2ccc(cc2)Cl)C(=O)N(Cc2ccccc2)c2ccccc21,CL2610
IRB-0000272,ChemDiv,6872-2662,COc1ccc(cc1)C1N(C(=O)C2=C1C(=O)c1ccccc1O2)c1nncs1,CL3430
IRB-0000273,ChemDiv,6186-3402,CC1=CC(C)(C)N(C(=O)CSc2nnc3sc4ccccc4n23)c2ccc(cc21)C,CL2824
IRB-0000274,ChemDiv,6484-0069,COCCCN1C(=O)NC(=O)C2=C1NC1=C(C2c2ccccc2)C(=O)c2ccccc21,CL1312
IRB-0000275,ChemDiv,6186-3742,Nc1nc(nc(n1)Nc1ccccc1)CSc1nnc([nH]1)-c1ccccc1,CL2120
IRB-0000276,ChemDiv,6484-0072,COCCCN1C(=O)NC(=O)C2=C1NC1=C(C2c2ccc(cc2)F)C(=O)c2ccccc21,CL1312
IRB-0000277,ChemDiv,6187-0016,CC(C)OC(=O)C1=C(C)N=C2SCCC(=O)N2C1c1cccc(c1)OC(=O)C,CL1522
IRB-0000278,ChemDiv,6484-0102,CCN1C(=O)NC(=O)C2=C1NC1=C(C2c2ccc(cc2)C)C(=O)c2ccccc21,CL1312
IRB-0000279,ChemDiv,6187-0208,COCCOC(=O)C1=C(C)N=C2SCCC(=O)N2C1c1ccc(c(c1)OC)OC(=O)C,CL1522
IRB-0000280,ChemDiv,6484-0113,CCN1C(=O)NC(=O)C2=C1NC1=C(C2c2ccc(cc2)Br)C(=O)c2ccccc21,CL1312
IRB-0000281,ChemDiv,6187-0224,CCOC(=O)C1=C(C)N=C2SCCC(=O)N2C1c1ccc(c(c1)OCC)OCC,CL1522
IRB-0000282,ChemDiv,6484-0120,CCN1C(=O)NC(=O)C2=C1NC1=C(C2c2ccc(cc2Cl)Cl)C(=O)c2ccccc21,CL1312
IRB-0000283,ChemDiv,6187-0252,COC(=O)C1=C(C)N=C2SCCC(=O)N2C1c1ccc(c(c1)OC)OCCC(C)C,CL1522
IRB-0000284,ChemDiv,6484-0130,Cc1ccc(cc1)C1C2=C(NC3=C1C(=O)c1ccccc13)N(Cc1ccccc1)C(=O)NC2=O,CL1312
IRB-0000285,ChemDiv,6187-0264,CCCCOc1ccc(cc1OC)C1N2C(=O)CCSC2=NC(=C1C(=O)OCCOC)C,CL1522
IRB-0000286,ChemDiv,6484-0149,CCN1C(=O)NC(=O)C2=C1NC1=C(C2c2cccc3ccccc23)C(=O)c2ccccc21,CL1312
IRB-0000287,ChemDiv,6187-0275,CCCCCOc1ccc(cc1OC)C1N2C(=O)CCSC2=NC(=C1C(=O)OC)C,CL1522
IRB-0000288,ChemDiv,6484-0296,CN1C(=O)NC(=O)C2=C1NC1=C(C2c2ccc(cc2)OC(=O)c2ccccc2)C(=O)c2ccccc21,CL1312
IRB-0000289,ChemDiv,4319-0035,Cc1ccc(cc1)C(=O)CC1(O)C(=O)N(Cc2ccccc2C)c2ccccc21,CL2610
IRB-0000290,ChemDiv,6872-2669,CCCCOc1cccc(c1)C1N(C(=O)C2=C1C(=O)c1ccccc1O2)c1nncs1,CL3430
IRB-0000291,ChemDiv,4323-7117,COCCOC(=O)C1=C(C)NC2=C(C1C1=COc3ccccc3C1=O)C(=O)CC(C2)c1cccs1,CL1599
IRB-0000292,ChemDiv,6872-2678,CCCCOc1ccc(cc1OCC)C1N(C(=O)C2=C1C(=O)c1ccccc1O2)c1nncs1,CL3430
IRB-0000293,ChemDiv,4327-3049,COc1ccccc1OCCn1c(nc2ccccc12)SC,CL2238
IRB-0000294,ChemDiv,6872-4060,COc1ccc(cc1OC)C1N(C(=O)C2=C1C(=O)c1cc(c(cc1O2)C)C)c1nccs1,CL3430
IRB-0000295,ChemDiv,4327-3058,COc1ccccc1OCCn1c(nc2ccccc12)SCc1nc2ccccc2[nH]1,CL2238
IRB-0000296,ChemDiv,6872-5096,Cc1cc2c(cc1C)C(=O)C1=C(O2)C(=O)N(C1c1ccc(cc1)F)c1ccccn1,CL7562
IRB-0000297,ChemDiv,4327-3082,Cc1ccccc1OCCSc1nc2ccccc2n1CC(O)CO,CL1122
IRB-0000298,ChemDiv,6872-5099,Cc1cc2c(cc1C)C(=O)C1=C(O2)C(=O)N(C1c1ccc(cc1)O)c1ccccn1,CL7562
IRB-0000299,ChemDiv,4333-1468,Clc1ccc(c(c1)Cl)CSc1nc2ccccc2[nH]1,CL2237
IRB-0000300,ChemDiv,6872-5378,Cc1ccc(nc1)N1C(C2=C(Oc3cc(c(cc3C2=O)C)C)C1=O)c1ccc(cc1)O,CL7562
IRB-0000301,ChemDiv,4333-1500,CC1=CCC2C(C1)C(=O)N(C2=O)c1ccccn1,CL2711
IRB-0000302,ChemDiv,6872-5380,CCOc1ccc(cc1)C1N(C(=O)C2=C1C(=O)c1cc(c(cc1O2)C)C)c1ccc(cn1)C,CL7562
IRB-0000303,ChemDiv,4333-1501,CC1=CCC2C(C1)C(=O)N(C2=O)c1ccc2ccccc2n1,CL2711
IRB-0000304,ChemDiv,6872-5383,COc1ccc(cc1OC)C1N(C(=O)C2=C1C(=O)c1cc(c(cc1O2)C)C)c1ccc(cn1)C,CL7562
IRB-0000305,ChemDiv,6187-0311,CCCCOc1ccc(cc1OCC)C1N2C(=O)CCSC2=NC(=C1C(=O)OCC)C,CL1522
IRB-0000306,ChemDiv,6521-0022,CC(CCC(=O)Nc1nccs1)C(=O)O,CL2225
IRB-0000307,ChemDiv,6187-0312,CCCCOc1ccc(cc1OCC)C1N2C(=O)CCSC2=NC(=C1C(=O)OC(C)C)C,CL1522
IRB-0000308,ChemDiv,6526-0223,CCOC(=O)c1oc2ccccc2c1CSc1ccccn1,CL1308
IRB-0000309,ChemDiv,6187-0318,CCOC(=O)C1=C(C)N=C2SCCC(=O)N2C1c1ccc(c(c1)OC)OCC(C)C,CL1522
IRB-0000310,ChemDiv,6526-0842,CCOC(=O)CSc1nc(nc2c3ccccc3oc12)C,CL1504
IRB-0000311,ChemDiv,6187-0320,COc1cc(ccc1OCC(C)C)C1N2C(=O)CCSC2=NC(=C1C(=O)OCC(C)C)C,CL1522
IRB-0000312,ChemDiv,6528-0163,COCCN1C(=O)C(=C(C(=O)c2ccc(cc2)OC)C11C(=O)N(C)c2ccccc21)O,CL0795
IRB-0000313,ChemDiv,6187-0341,CCOc1cc(ccc1OC(=O)C)C1N2C(=O)C(C)SC2=NC(=C1C(=O)OC)C,CL1457
IRB-0000314,ChemDiv,6529-0226,CCS(=O)(=O)n1nc(nc1N)-c1ccc(cc1)Cl,CL1365
IRB-0000315,ChemDiv,6187-0396,COc1ccc(cc1)C1N2C(=O)C(C)SC2=NC(=C1C(=O)OC(C)C)C,CL1457
IRB-0000316,ChemDiv,6557-0006,COc1ccc(cc1)C1=CC(=O)c2c(oc(c2C(=C1)OC(=O)c1cccc(c1)Br)C)C,CL1095
IRB-0000317,ChemDiv,6187-0431,CC(C)COC(=O)C1=C(C)N=C2SC(C)C(=O)N2C1c1ccc(cc1)C(C)(C)C,CL1457
IRB-0000318,ChemDiv,6557-0009,COc1ccc(cc1)C(=O)OC1=CC(=CC(=O)c2c(oc(c21)C)C)c1ccc(cc1)OC,CL1095
IRB-0000319,ChemDiv,6187-0451,CC(C)COC(=O)C1=C(C)N=C2SC(C)C(=O)N2C1c1ccc(cc1)OC(=O)C,CL1457
IRB-0000320,ChemDiv,6557-0010,COc1ccc(cc1)C1=CC(=O)c2c(oc(c2C(=C1)OC(=O)c1cc(c(c(c1)OC)OC)OC)C)C,CL1095
IRB-0000321,ChemDiv,6872-5385,COc1cc(ccc1O)C1N(C(=O)C2=C1C(=O)c1cc(c(cc1O2)C)C)c1ccc(cn1)C,CL7562
IRB-0000322,ChemDiv,8640-0683,CSc1nc(c2sc3nc(c4c(c3c2n1)CC(C)(C)OC4)C)NCc1ccccc1,CL1547
IRB-0000323,ChemDiv,6882-0099,Cc1ccc2nc(nc(c2c1)C)NC1=NCN(CN1)C1CCCCCC1,CL2247
IRB-0000324,ChemDiv,8645-0074,Nc1nnc(s1)SCC1=Nc2ccccc2C(=O)N1,CL1170
IRB-0000325,ChemDiv,6882-0482,COc1cc(cc(c1OC)OC)C1C2=C(CCCC2=O)Nc2nn(c(c21)O)-c1ccccc1,CL4744
IRB-0000326,ChemDiv,8755-0012,O=C1NC(=O)c2c(sc3c2CCCC3)N1,CL1545
IRB-0000327,ChemDiv,6882-0488,Oc1c2c(nn1-c1ccccc1)NC1=C(C2c2ccc(cc2)Cl)C(=O)CCC1,CL4744
IRB-0000328,ChemDiv,8755-0141,NC(=O)c1c(sc2c1CCCC2)NC(=O)CN1CCOCC1,CL1234
IRB-0000329,ChemDiv,6882-0493,CC(C)c1ccc(cc1)C1C2=C(CCCC2=O)Nc2nn(c(c21)O)-c1ccccc1,CL4744
IRB-0000330,ChemDiv,C046-0154,O=C(CCCNC(=O)CN1C=Nc2sc3c(c2C1=O)CCCC3)NC1CCCCC1,CL2276
IRB-0000331,ChemDiv,6917-0048,COc1cc(cc(c1OC)OC)-c1nc(no1)-c1ccc(nc1OC)-c1ccccc1,CL2600
IRB-0000332,ChemDiv,C046-0205,COCCNC(=O)CCCNC(=O)CN1C=Nc2sc3c(c2C1=O)CCCC3,CL2276
IRB-0000333,ChemDiv,6940-0068,CC(C)c1nc2sc3c(ncnc3c2c2c1COC(C)(C)C2)N1CCOCC1,CL1547
IRB-0000334,ChemDiv,C046-0261,O=C(CCCNC(=O)CN1C=Nc2sc3c(c2C1=O)CCCC3)NCCCN1CCCCCC1,CL2276
IRB-0000335,ChemDiv,6940-0105,CC1(C)Cc2c(c(nc3sc4c(ncnc4c23)NC2CCCCC2)-c2ccco2)CO1,CL1547
IRB-0000336,ChemDiv,C047-1350,Cc1ccc(cc1)CN1C2=C(C(C3=C1CC(C)(C)CC3=O)c1ccc(cc1)C(=O)O)C(=O)CC(C)(C)C2,CL1052
IRB-0000337,ChemDiv,8013-2439,Cc1[nH]c2ccccc2c1CCN1C(=O)c2ccccc2C1=O,CL2170
IRB-0000338,ChemDiv,8015-3642,CCOC(=O)CN(C#N)c1nc(nc(n1)N1CCCCC1)N1CCCCC1,CL2139
IRB-0000339,ChemDiv,8013-2680,CCOC(=O)c1[nH]c(c(c1C)CN(Cc1ccco1)S(=O)(=O)C)C,CL7256A
IRB-0000340,ChemDiv,8015-3644,COC(=O)c1nnn(c1C)-c1nc(nc(n1)N1CCCCC1)N1CCCCC1,CL2139
IRB-0000341,ChemDiv,8013-2795,N#Cc1c(nsc1SCc1nc2ccccc2[nH]1)SCc1nc2ccccc2[nH]1,CL1291
IRB-0000342,ChemDiv,8015-3647,N#Cc1c(nc(cc1-c1ccco1)-c1ccccc1)SCc1nc2ccccc2[nH]1,CL1967
IRB-0000343,ChemDiv,8013-2842,CCOC(=O)c1nnn(c1C)-c1nc(nc(n1)N(CC)CC)OC,CL2117
IRB-0000344,ChemDiv,8015-3655,CCN(CC)S(=O)(=O)c1nc(c(c(c1C#N)C)Cl)C,CL1967
IRB-0000345,ChemDiv,8013-2907,COc1ccc(c(c1)CNCCc1c([nH]c2ccc(cc12)OC)C)F,CL2172
IRB-0000346,ChemDiv,8015-3815,Cc1cc2c(c(n1)SCC(=O)Nc1cccc3cccnc13)C(=O)OC2,CL3104
IRB-0000347,ChemDiv,8013-3065,O=C(COc1nsnc1N1CCOCC1)Nc1ccc2c(c1)OCCO2,CL1026
IRB-0000348,ChemDiv,8015-3900,COC(=O)c1nnn(c1C)-c1nc(nc(n1)N1CCOCC1)N1CCCCC1,CL2139
IRB-0000349,ChemDiv,8013-3231,C(c1ccccc1)n1ncc2c1ncn1c(nnc21)-c1ccncc1,CL4025
IRB-0000350,ChemDiv,8015-4201,CS(=O)(=O)N1CCc2cc(ccc21)S(=O)(=O)Nc1ccc2oc3c(c2c1)CCCC3,CL1405
IRB-0000351,ChemDiv,8013-3232,c1ccc(cc1)-n1ncc2c1ncn1nc(nc21)-c1ccncc1,CL4244
IRB-0000352,ChemDiv,8015-4302,CCNc1nc(nc(n1)Oc1ccc(nn1)O)NC(C)CC,CL2117
IRB-0000353,ChemDiv,6940-0119,CC(C)c1nc2sc3c(ncnc3c2c2c1CCCC2)N1CCOCC1,CL1547
IRB-0000354,ChemDiv,C047-1356,COc1ccc(cc1)C1C2=C(CCCC2=O)NC2=C1C(=O)NC(=O)N2,CL1313
IRB-0000355,ChemDiv,6940-0192,CCCc1nc2sc3c(ncnc3c2c2c1CCCC2)NCCN1CCOCC1,CL1547
IRB-0000356,ChemDiv,C060-0073,CCN(CC)CCCNC(=O)CCCNC(=O)CN1C=Nc2sc(c(c2C1=O)C)C,CL2274
IRB-0000357,ChemDiv,6948-4580,O=C(Cn1cc(c2ccccc12)C(=O)c1ccco1)N1CCc2ccccc21,CL4748
IRB-0000358,ChemDiv,C060-0095,CCCCN(C)C(=O)CCCNC(=O)CN1C=Nc2sc(c(c2C1=O)C)C,CL2274
IRB-0000359,ChemDiv,6959-0194,COC(=O)c1ccc(cc1)C1N(Cc2ccc3c(c2)OCO3)C(=O)C2=C1C(=O)c1ccccc1O2,CL3430
IRB-0000360,ChemDiv,C063-0006,COCCNc1c2c(c(c3nc4ccccc4n13)C#N)CCC2,CL1121
IRB-0000361,ChemDiv,6959-0302,CC(C)c1ccc(cc1)C1N(Cc2ccc3c(c2)OCO3)C(=O)C2=C1C(=O)c1ccccc1O2,CL3430
IRB-0000362,ChemDiv,C066-0685,COc1ccc(cc1OC)C1C(C(=O)O)c2ccccc2C(=O)N1C,CL1050
IRB-0000363,ChemDiv,6959-0395,Cc1ccc2c(c1)C(=O)C1=C(O2)C(=O)N(Cc2ccc(cc2)F)C1c1ccc(cc1)O,CL3430
IRB-0000364,ChemDiv,C066-0686,CN1C(C(C(=O)O)c2ccccc2C1=O)c1ccc(cc1)F,CL1050
IRB-0000365,ChemDiv,6959-0518,COc1ccc(cc1)C1N(Cc2ccc3c(c2)OCO3)C(=O)C2=C1C(=O)c1cc(ccc1O2)C,CL3430
IRB-0000366,ChemDiv,C066-0761,COc1ccc(cc1OC)C1C(C(=O)O)c2cc(c(cc2C(=O)N1C)OC)OC,CL1050
IRB-0000367,ChemDiv,6959-0878,Oc1cccc(c1)C1N(Cc2ccc3c(c2)OCO3)C(=O)C2=C1C(=O)c1cc(ccc1O2)Cl,CL3430
IRB-0000368,ChemDiv,C066-1678,COc1cc2c(cc1OC)C(=O)N(C)C(C2C(=O)O)c1cccc(c1OC)OC,CL1050
IRB-0000369,ChemDiv,8013-3672,CN1C(=O)N(C)c2nc3n(c(cn3c2C1=O)C)CCOC12CC3CC(CC(C3)C2)C1,CL1318
IRB-0000370,ChemDiv,8015-4834,Cc1cc(c(c(c1)C)N1CCN(CC1)S(=O)(=O)c1ccc(c(c1)C)F)C,CL1184
IRB-0000371,ChemDiv,8013-4052,Cc1cc(c2c(c(sc2n1)C1=NC(C)(C)Cc2ccccc21)N)C,CL2895
IRB-0000372,ChemDiv,8015-4871,COC(=O)CCSc1nc(c2c3c(sc2n1)COC(C3)C(C)C)N,CL2296
IRB-0000373,ChemDiv,8013-4070,Oc1ccccc1C1NCc2ccccc2-n2cccc21,CL7522
IRB-0000374,ChemDiv,8015-5684,Cc1cc(c2c3c(sc2n1)C(=O)NC(=O)N3)C,CL5596
IRB-0000375,ChemDiv,8013-5036,COc1ccc(cc1)NC1=NC(C)(C)Cc2cc(c(cc21)OC)OC,CL2895
IRB-0000376,ChemDiv,8015-5705,Brc1ccc(o1)-c1noc(n1)-c1cccnc1,CL2600
IRB-0000377,ChemDiv,8013-5809,CCCCN1C(=O)C2C(NC(C)(C2C1=O)C(=O)O)c1ccc(cc1O)OC,CL2003
IRB-0000378,ChemDiv,8015-6380,Cc1nc(c2c3c(sc2n1)CCC3)NCCc1c([nH]c2ccccc12)C,CL2172
IRB-0000379,ChemDiv,8013-5810,CCCCN1C(=O)C2C(NC(CC(C)C)(C2C1=O)C(=O)O)c1ccc(cc1O)OC,CL2003
IRB-0000380,ChemDiv,8015-6506,CCN(CC)S(=O)(=O)c1ccc2c(c1)NC(=O)CO2,CL7763
IRB-0000381,ChemDiv,8013-5965,CC1(C)Cc2ccccc2C(=N1)CSc1nc(c(o1)-c1ccccc1)-c1ccccc1,CL2895
IRB-0000382,ChemDiv,8015-6511,O=C1COc2ccc(cc2N1)S(=O)(=O)NCCC1=CCCCC1,CL7763
IRB-0000383,ChemDiv,8013-5967,CC1(C)Cc2ccccc2C(=N1)c1sc2nc3c(cc2c1N)CCC3,CL2895
IRB-0000384,ChemDiv,8015-6549,CSc1ccc(cc1)S(=O)(=O)NCc1ccc2[nH]c3c(c2c1)CCCC3,CL3159
IRB-0000385,ChemDiv,6959-1063,Oc1ccc(cc1)C1N(Cc2ccccc2)C(=O)C2=C1C(=O)c1cc(ccc1O2)F,CL3430
IRB-0000386,ChemDiv,C066-1680,COc1cccc(c1)C1C(C(=O)O)c2cc(c(cc2C(=O)N1C)OC)OC,CL1050
IRB-0000387,ChemDiv,6959-1213,Oc1cccc(c1)C1N(Cc2ccccc2)C(=O)C2=C1C(=O)c1cc(ccc1O2)F,CL3430
IRB-0000388,ChemDiv,C066-1684,COc1ccccc1C1C(C(=O)O)c2cc(c(cc2C(=O)N1C)OC)OC,CL1050
IRB-0000389,ChemDiv,6959-1399,Oc1ccc(cc1)C1N(Cc2ccccc2)C(=O)C2=C1C(=O)c1cc(ccc1O2)Br,CL3430
IRB-0000390,ChemDiv,C066-1711,COc1cc2c(cc1OC)C(=O)N(C)C(C2C(=O)O)c1cccc(c1)Oc1ccccc1,CL1050
