,P31946,P62258,P63104,Q12888,P10398,Q13085,P68363,P37023,P55265,Q13131,P04083,P20073,P10275,P08243,Q13315,P15056,Q92934,Q16611,Q92560,Q07812,P10415,Q07817,Q14457,P60709,P55957,P51587,P05412,P10721,P08581,P01106,P55210,Q14790,Q03135,P11836,P16284,P17301,P06493,O96017,Q13490,O95471,P12109,P14635,P24385,P24864,O96020,O95661,Q99497,Q92997,P12830,P13639,O00418,P06730,Q04637,P07992,P28482,P14921,P49327,P02751,Q08050,P15407,P11413,Q9UQC2,P04406,P23771,P49841,P04626,P21860,Q02297,P0DMV8,P18065,O15327,P35568,O60674,P45983,P45984,P13010,P06239,Q00987,O15151,Q9UJM3,P49959,P43246,P52701,P42345,P35749,P35579,P19022,P01111,Q92597,P19838,P35240,P46531,P22223,P38936,P04637,Q13501,P05121,P09874,P49023,P12004,Q53EL6,P42336,P27986,P17252,Q05655,P05771,P21796,P06401,Q96B36,Q06830,Q8TCU6,P60484,P57735,Q92878,Q06609,Q8N122,P06400,Q96T37,Q6R327,O00767,Q9BYW2,Q07955,P29353,Q06124,Q9NR28,Q15797,P84022,Q13485,O95863,P40763,P42229,P16949,P43405,Q9GZV5,P02786,Q9NQ88,P21980,Q92574,Q15361,P15498,P35968,P40337,P17861,P18887
ACH-000802,-0.239123,-0.143212,0.555325,-0.006109,-0.183002,0.845061,-0.315268,-0.209911,-0.175494,1.11059,1.549033,0.038641,-0.050942,0.290734,-0.341153,0.318742,0.272267,0.317921,-0.079599,-0.005048,-0.896787,0.502897,-0.381459,-1.775853,0.170556,-0.261926,-0.093037,-0.658406,0.115518,1.360236,0.013736,-0.169718,3.001729,-0.090303,-0.367526,1.163547,0.040115,0.80746,-0.12512,1.487206,-0.383998,0.258624,0.162085,-0.229552,-0.277321,-0.348953,-0.382482,1.251563,2.660052,0.495155,0.602467,-0.132129,-1.753992,0.032755,0.03162,-0.090357,1.084635,-1.13467,-0.246048,1.05074,-1.043557,-1.790484,0.184862,0.20513,-0.318082,1.164771,0.76382,0.695372,0.075054,0.151631,-0.159474,0.675782,0.079806,0.643968,0.66335,0.162167,0.599,1.368301,-0.361678,0.339384,-0.288213,-0.226526,0.952481,0.708966,0.332554,0.170385,-0.039592,-0.220627,0.995918,1.394928,0.085352,0.444684,-0.713096,-0.099726,-1.100279,-0.043714,1.218284,-0.532997,0.691681,-0.235739,-0.01048,0.263064,-0.0557,-0.998678,-0.158867,0.310662,-0.053889,-0.054623,-0.174168,0.25932,-0.356397,0.296724,1.275902,-0.174859,-0.173253,0.577469,-0.395681,0.67251,-0.004546,0.224306,-0.593221,0.053592,-0.098847,-0.045066,0.278276,-0.388259,0.155419,-0.613055,-0.600022,-0.000274,0.327134,-0.666766,2.286848,0.30274,-0.455884,0.068856,0.106723,-0.18257,0.685426,-0.978886,0.17963,1.975943,0.222095,-0.099836
ACH-000391,-0.245066,0.254454,-0.308436,0.534496,-0.035007,-0.883962,1.286967,-0.06452,0.844125,0.615332,1.346039,-0.630128,1.386534,0.759347,0.863588,0.517436,0.171011,0.384442,0.103445,-0.17246,0.47242,-0.477162,-0.156265,-1.405867,-0.21146,-0.359713,0.164068,3.950661,0.079739,-0.192103,-0.146957,-0.16522,3.774132,-0.012854,0.077574,-0.968448,0.23104,0.204821,0.232012,-0.634439,0.082707,0.623885,0.24439,-0.587206,-0.059158,-0.002019,0.239598,0.147731,-0.472214,-0.308556,0.254647,-0.186482,-0.065881,-0.149785,-0.231641,-0.365454,1.221171,1.03274,0.689183,-0.849455,-0.108294,1.742071,0.074325,-0.021881,0.137911,-0.617785,-0.337387,0.449905,0.047564,0.840313,0.109932,1.184869,0.534976,0.516433,0.061448,0.365287,-0.894955,-0.286931,-0.057313,-0.063029,0.036951,0.230464,0.557444,0.711568,-0.089535,-0.748031,-0.379226,0.035547,-0.334005,-0.352237,-0.584474,0.629573,-0.132789,-0.332379,0.242828,-1.836979,-1.233833,0.297469,0.569914,-0.279818,0.431419,0.305545,0.009843,-0.562567,-0.166685,0.000305,0.147009,-0.070851,-0.013695,0.509565,1.889146,-0.058671,0.036471,-0.238038,-0.472356,0.500115,-0.430809,0.9094,-0.000894,-0.001419,-0.062036,-0.003366,-0.150492,0.917605,-0.35605,0.343159,-0.002596,0.120726,-0.194503,0.692801,0.029465,0.100066,-2.680822,-0.192199,-1.472974,-0.053896,-0.266169,0.251858,-0.04036,4.99256,-1.016731,-0.952999,0.083368,-0.017761
ACH-000346,0.070827,0.101149,-0.347467,-0.052698,0.057895,0.081909,-0.793666,0.173933,0.708216,0.876126,-0.408654,0.16383,0.27506,0.715039,0.645026,0.451535,0.015778,0.527729,-0.038189,1.000854,2.419372,-0.21205,0.459902,-0.12872,0.059753,0.071952,-0.273606,0.173054,0.372806,0.162095,0.45096,0.329666,-2.72522,1.413988,0.533668,-0.861458,-0.38133,-0.232567,0.153924,-0.163781,0.094986,-1.250468,-0.09341,0.205372,-0.234019,-0.02757,0.107088,0.298037,-0.061832,-0.062289,0.343916,0.218788,-0.355346,0.082038,-0.52224,0.013569,0.212713,-1.444412,-0.24717,-0.390036,-0.718361,-0.734676,0.596968,0.038524,-0.111061,-0.7134,-0.718154,-0.163172,0.114896,-0.626223,0.455255,-0.120308,0.645256,-0.079252,0.077462,-0.068871,-0.08754,-0.25899,0.607655,-0.063584,0.205386,-0.124488,0.017967,0.234223,-1.116488,-0.876523,-0.132983,0.259189,-0.846674,0.443294,0.269534,0.62139,0.225412,0.589565,-0.395691,0.226667,-0.931345,0.291618,-1.132129,0.080903,1.205404,-0.045399,0.817456,-0.831137,0.437881,1.053144,-0.480339,0.191384,-0.469145,-0.266269,1.26577,0.675903,-0.201813,0.17178,-0.746143,0.349018,0.676323,0.240594,-0.152974,-0.124662,-0.359379,0.272329,-0.274224,-0.254185,0.438318,-0.078447,-0.312906,0.102221,-0.291843,0.308477,3.249688,-0.187516,2.555186,-0.223687,-0.557482,0.520739,-0.205752,-0.313928,-0.133742,5.704526,-1.377233,-0.991332,0.433173,0.150821
ACH-000168,0.219741,0.187185,0.554986,-1.297082,0.529084,0.444505,-1.204256,1.102429,0.145865,0.124676,-0.220543,0.308051,0.106914,-0.249464,0.359009,-0.132385,-0.4201,-0.219205,0.263614,0.899262,2.203561,-0.53201,0.112776,0.504057,0.158606,0.149973,-0.378525,3.734638,0.113356,-0.992313,0.208431,0.261834,-2.025277,0.125092,1.630972,-0.7883,0.273012,0.160367,-0.138806,-0.404247,-0.041321,-0.042389,-0.101746,0.262013,0.081041,0.2517,0.458686,0.031094,-0.585301,-0.429452,-0.797375,0.237739,-2.225082,-0.190114,-0.360295,-0.205778,-0.002893,-0.575519,-0.735842,-0.436078,0.019179,-0.423361,0.057787,0.057147,-0.043852,-0.834619,-0.296374,-0.33932,0.128126,-0.08113,0.328924,-0.087698,-0.103912,-0.243853,-0.004903,-0.816733,1.279618,-1.230966,0.297079,-0.507161,0.148518,-0.017434,0.074805,-0.207193,0.399754,0.929525,-0.461046,0.178816,-0.04114,-0.759788,-0.264565,-0.293026,0.350355,-0.393575,-0.401482,-0.151354,-0.592256,0.122128,-1.340874,0.183703,1.006943,-0.081956,1.560915,-0.424453,-0.108493,0.167101,0.228805,-0.01102,-0.405081,0.263525,1.652587,1.621209,0.29784,0.136703,0.487445,0.127265,0.953903,0.078833,-0.181628,-0.274516,0.335359,0.038805,-0.302062,-0.075993,0.00663,0.039484,0.033908,0.182634,-0.033527,-0.306818,0.767666,0.139901,4.116378,-0.408207,-0.91059,0.429656,-0.443948,0.028098,-0.57812,5.290141,-0.064484,-0.667816,0.361456,0.324324
ACH-000775,0.1493,0.096725,0.694993,0.407443,0.005877,-0.485778,-0.612806,-0.150469,0.010818,0.071092,-1.417084,0.200971,0.12923,-0.247246,-0.059083,-0.438894,0.40816,0.156331,0.622434,-0.113248,0.521886,0.587076,-0.097926,0.312469,0.22387,-0.018083,-0.321663,-0.188312,-0.098238,-0.026026,0.138936,-0.168579,-2.746107,0.312255,-0.045962,-0.096389,-0.103679,0.122461,0.508692,3.425106,0.094931,-1.067772,0.281486,0.091502,0.262341,0.074291,-0.246772,-0.346288,3.449332,0.227989,-0.15191,-0.06564,2.827005,0.139164,0.436066,0.473825,-0.783718,-0.104975,0.017995,1.079902,-0.090838,0.61722,1.570461,-0.122156,-0.505874,0.237053,0.262523,-0.125374,0.313611,2.096946,0.911414,0.06079,-0.006318,-0.189948,0.458684,0.27082,1.543879,0.728693,0.145209,0.378231,0.109323,-0.254674,-0.111781,0.163978,0.778587,0.540274,0.38208,-0.178023,0.944628,0.398249,-0.767091,-0.438105,0.317259,0.390108,1.000936,0.527231,2.618756,-0.108083,0.156522,-0.137677,-0.490013,-0.290856,-0.014766,-0.470153,-0.175165,-0.717857,-0.528132,-0.19804,0.149812,-0.815178,-0.232534,-0.166609,0.908006,0.560399,-0.597199,-0.215604,-0.440083,1.471371,0.342821,0.301825,0.018763,0.335422,-0.27636,-0.469919,1.409682,-0.087407,0.408998,-0.217609,-0.221717,-0.287442,-0.20901,-0.263866,2.329586,0.181318,-0.353177,0.847615,-0.082654,-0.377511,0.948249,-0.633898,-0.026086,-0.047402,-0.106322,0.134029
ACH-000150,-0.06318,-0.052566,-0.393885,-0.056697,1.649862,1.556625,-0.183668,-0.051127,-0.322911,-0.263173,1.629016,0.312325,-0.091879,1.540033,-0.505339,0.762085,0.035755,-0.386767,-0.402725,-0.557505,-0.387297,0.101033,0.146475,-0.256663,0.091696,-0.365052,-0.38318,0.241554,-0.166666,0.037752,0.67832,0.074098,-1.961488,-0.217908,-0.089006,0.923899,0.011245,0.304029,-0.004734,3.856134,-0.141981,0.255793,0.073636,-0.318364,-0.415698,-0.055512,-0.233807,-0.543313,5.129798,-0.198054,-1.381993,-0.225544,-0.995597,-0.12627,0.461039,-0.338382,0.375732,1.087505,0.170855,-0.189739,1.898464,-0.351068,0.282158,-0.580105,0.47513,0.553783,0.259266,-0.439679,-0.015498,0.080948,0.141231,0.031654,-0.303519,0.169695,0.646116,0.962399,0.383226,0.410232,-0.480737,-0.055588,-0.097143,-0.00207,-0.117881,0.330102,-0.229824,0.989328,-0.448393,-0.149236,-0.780987,0.108848,-0.005396,-0.803028,0.510433,0.587307,0.79391,0.052629,0.781901,-0.317949,-0.671276,-0.116147,-1.03287,0.198495,0.092152,1.217125,0.284013,0.468534,-0.692339,-0.235379,0.193066,-0.265194,-0.398768,-1.653265,2.148406,-0.16852,-0.00362,0.295436,0.300283,-1.103776,0.560278,-0.33288,-0.183441,-0.101451,0.854394,0.616383,-0.294303,-0.184477,-0.124143,-0.260497,-0.330896,0.837118,0.143109,-0.301456,3.467658,-0.604054,-0.738841,0.026158,0.925444,0.481492,0.097147,-0.163689,-0.542963,0.506308,-0.253337,0.11476
ACH-000356,-0.163971,-0.226649,0.352169,-0.554529,0.214122,1.39725,-0.267922,0.010919,-0.122679,0.566199,-0.021843,0.30709,0.085231,-0.136769,-0.602742,-0.739742,-0.015677,-0.27414,-0.333797,-0.056951,-0.8141,-0.215899,0.115204,0.164513,0.001903,0.077986,-0.350286,-0.26097,0.521981,0.896227,-0.567722,0.694397,-0.359777,-0.203951,-0.119133,1.416744,0.207403,-0.090048,-0.159652,2.980903,-0.121082,1.381572,-0.16624,-0.027901,-0.350501,-0.127988,0.141331,-0.297751,3.332821,0.201387,0.531456,-0.293903,0.316792,-0.000285,-0.682641,-0.348833,1.002606,-1.570659,1.180013,-0.104251,-0.406529,-0.290992,0.853583,-0.083243,-0.111471,0.132205,1.467976,-0.308742,-0.061105,1.141119,0.152759,0.167594,-0.270317,-0.153735,-0.081831,0.269915,1.563871,0.51986,-0.432144,0.463866,0.063556,-0.210548,-0.267574,0.724512,-0.349154,-0.349617,-0.663732,-0.119072,-0.186237,0.839286,-0.51766,0.822427,-0.322188,0.033653,-0.222761,0.422139,-1.085939,0.478876,-0.297853,-0.106083,0.08932,-0.115257,0.729293,0.608219,-0.035233,0.203818,0.910793,0.129708,0.391951,0.039699,-0.035946,0.244211,0.986537,-0.05734,0.759661,0.59064,0.94942,0.280755,0.433313,0.448312,0.071399,0.015213,0.228092,1.23349,-0.269125,0.029921,-0.3182,-0.04445,1.18842,1.214987,0.285414,-0.298845,1.233069,0.07712,0.804068,0.730851,-0.2496,0.103569,-0.531297,-0.311044,1.236411,0.106036,-0.121416,0.117891
ACH-001307,-0.118043,0.033118,-0.130477,-0.765067,-0.258414,-0.149589,-0.973068,-0.051476,-0.528192,-0.064752,1.23841,-0.37374,1.028844,-0.693336,0.2298,-0.284076,0.168016,-0.333185,-0.28066,-0.802807,-0.191917,-0.617135,0.027126,0.165784,-0.619312,0.086526,1.026306,0.077657,-0.093937,-0.083674,-0.914495,-0.221823,2.863605,0.012811,-0.003796,0.052096,-0.054893,-0.708552,0.250064,0.299774,-0.263655,0.705623,-0.338927,-0.416446,0.198276,0.000613,0.049514,0.196472,-0.075775,-0.368661,-0.035391,-0.326819,0.669809,-0.06019,-0.111066,0.054457,-0.036202,1.139701,0.260496,0.930515,0.002602,0.363854,-0.055223,0.422339,0.408932,0.365062,0.148517,0.037933,-0.099298,-0.24339,0.118993,0.004057,0.105763,-0.074888,-0.153524,-0.07349,-0.741975,0.133091,-0.20019,0.368994,-0.289698,-0.216196,-0.657051,0.015051,-0.27961,0.190884,-0.126222,0.048615,0.63936,0.858468,-1.917815,0.302292,-0.47133,-0.545743,1.553111,-0.018622,2.486464,0.032494,0.622502,0.119002,-0.70242,0.161023,-0.182536,0.534489,0.087731,0.376411,-0.308136,0.369971,0.201579,-0.499108,0.255384,-0.568648,-0.107094,0.0,0.256239,-0.189577,0.622904,-0.861157,0.219931,-0.209222,-0.114952,-0.3246,-0.154642,0.259199,-0.556327,-0.341391,0.324379,0.047757,-0.078134,-0.025556,0.520515,0.030737,-0.829831,0.205392,-0.356481,-0.093905,0.854968,-0.017467,-0.013939,0.600308,0.587378,0.399263,0.111909,-0.31653
ACH-000486,0.322284,0.261446,-0.559195,0.758856,0.529779,0.161104,-0.725157,0.140721,0.511824,-1.462635,0.216714,-0.53497,0.079585,-0.393128,-0.414887,-0.210798,-0.238467,-0.092519,-0.038227,-0.523797,0.364112,-0.490063,-0.037352,0.810443,-0.107571,0.383182,0.291811,1.537187,-0.118707,-0.162994,-0.285383,0.061779,3.206313,-0.110439,0.24106,2.576527,-0.030387,-0.211382,-0.039475,0.803148,0.162971,-0.346938,0.356104,-0.101898,0.077744,0.446061,-0.482974,-0.402085,2.72514,-0.670459,-0.148103,-0.282451,-0.607806,0.10529,-1.317192,0.121078,-0.486001,0.025779,0.271458,1.523611,-0.291142,-1.521733,-1.325023,-0.006028,0.126191,0.161342,0.618521,0.467636,0.227232,0.328082,0.407436,0.239047,-0.133276,-0.075072,-0.236753,0.180659,-0.785889,-0.412269,0.102333,0.361072,0.076472,0.355374,0.162159,-0.361903,-1.41319,-3.201084,-0.202355,0.623263,0.077089,-0.91958,-0.005046,1.133182,0.856473,0.50513,0.444545,-0.717269,2.511334,0.376691,0.048178,-0.044548,-0.672853,-0.126237,-0.329569,0.425544,0.327524,-0.705711,0.627836,0.338427,-0.011614,-0.356124,0.235402,-0.787365,-0.069276,-0.00753,0.369206,-0.310479,0.222078,0.83372,-0.083753,0.559295,1.03731,0.004786,-0.000247,-0.183716,0.452925,0.110207,0.36364,0.351468,0.825563,0.075363,-0.849049,0.099804,0.600173,0.482691,0.607802,-0.058012,0.417279,-0.503604,-0.326357,-0.367001,0.845096,1.31931,-0.350363,0.146225
ACH-000983,-0.24219,-0.114665,-0.098082,-0.084157,-0.157205,0.820043,0.437103,-0.087615,0.209549,0.021953,0.760436,-0.75251,2.706943,0.546387,-0.136206,0.264321,0.05085,-0.151521,0.291344,-0.176917,1.622783,-0.623196,0.06283,-1.966228,-0.045688,-0.250381,-0.441319,-0.268266,0.150089,0.991526,-0.588373,0.268739,-2.40271,0.056274,0.01274,-0.84175,0.58616,0.612944,0.105017,-0.452604,-0.292541,0.310625,-0.375832,-0.448616,0.001659,-0.160862,-0.15047,0.373589,-0.227598,-0.291427,0.317744,0.190427,-0.097898,-0.082754,0.406171,-0.560313,0.226363,-1.631475,0.670743,-0.516962,-0.743915,2.044696,0.342458,0.208814,0.075559,-1.19163,-0.642966,-0.312265,-0.022051,1.379545,0.212386,-0.256211,0.205631,0.356332,-0.005656,0.076512,0.285334,-0.5618,0.683021,-0.179231,-0.212826,-0.245893,-0.387242,0.494899,-0.369733,0.476131,-0.686718,0.003191,0.279894,-0.306875,-0.464028,0.032996,-0.259847,-0.366268,-0.063571,-0.562159,-0.768772,0.334993,-0.779691,-0.032738,0.342527,0.401374,0.521987,0.071908,-0.11264,0.78515,0.325652,-0.044397,0.278443,-0.084203,-0.260049,0.217341,0.550561,-0.567336,0.283848,0.532991,1.096987,0.165513,0.006007,0.0109,-0.272726,0.06244,1.381906,3.273283,-0.848431,0.197841,0.108857,0.134476,-0.165518,0.927043,2.354647,-0.09208,-1.828762,-0.564959,-0.58105,-0.379491,-0.327408,0.031838,0.120591,4.67071,-1.830308,-1.469628,0.236939,0.19209
ACH-000210,0.01827,0.10324,0.416696,0.004868,0.513032,0.734229,0.521787,0.059067,-0.200008,-0.210194,-1.427867,-0.073917,-0.012657,0.150652,0.568937,0.374807,0.227856,-0.074154,0.358709,0.926563,1.888882,-0.381772,0.02701,-1.274411,-0.067879,-0.12647,-0.481437,3.198579,-0.011929,-0.324288,-0.34298,-0.68912,1.395579,0.020266,0.129573,-0.674375,-0.373479,-0.030735,0.104326,-0.358633,-0.286777,-0.924466,0.152257,-0.434893,-0.079282,0.069774,0.249488,-0.145777,-0.073136,-0.270798,0.230901,0.056804,0.354351,-0.082603,-0.122858,-0.171071,1.144502,2.868743,-0.383032,-0.166217,-0.421683,-0.553361,1.153972,0.328299,0.026463,-1.082961,-0.267871,-0.149437,0.042038,4.284767,0.863612,-0.273313,0.251119,-0.080674,0.038923,0.323571,0.891774,-0.378094,-0.030406,-0.047447,0.097558,0.098344,0.157011,0.697698,-0.370742,-0.500949,-0.357979,0.042363,-0.510124,-0.444365,0.573537,-0.410936,0.090009,0.276503,-0.167419,-2.277595,-0.977268,-0.040876,0.260736,-0.399196,0.210947,0.587114,0.334103,-0.608866,0.517552,1.35281,1.55881,0.323873,-0.200004,-0.191048,3.491644,-0.099171,-0.026583,-0.102485,-0.14716,0.691815,-0.879214,-0.553759,0.196313,0.143123,-0.189802,0.611648,-0.469103,-0.322087,0.085131,0.084454,-0.151172,0.124373,-0.371602,0.284713,-0.826942,0.208512,-1.958636,-0.115398,-0.362405,0.019884,-0.107639,0.761714,-0.288692,0.903,-0.963874,-0.098639,0.189019,-0.096091
ACH-000037,0.13666,0.049297,0.121531,-0.272897,0.01975,-0.640648,1.097655,0.263753,-0.40288,-0.929111,-0.479314,0.102282,0.119282,-0.441989,-0.430992,-0.024997,0.131477,-0.257139,-0.239818,-0.614312,0.0909,-0.74672,-0.091365,2.431172,-0.349555,0.182974,1.369135,-0.106228,0.09855,-0.537941,-0.43653,0.260893,1.925203,0.095652,0.0,-0.373872,0.022692,-0.126145,-0.258964,-0.49966,0.44078,-0.097913,-0.266225,-0.024813,0.017504,0.127583,0.187901,0.240596,-0.611474,0.139584,-0.616841,-0.941583,-0.055718,-0.009847,0.371664,0.022525,-0.212785,2.877191,-0.270801,0.660533,0.060581,-1.338073,-0.318107,0.159732,0.506328,-0.742735,-0.245884,0.401091,0.061807,-0.318991,-0.483338,0.630112,0.349392,-0.029038,-0.158717,-0.170492,-0.663904,-0.205715,-0.093863,0.034393,-0.062975,-0.305236,-0.537421,-0.35106,-0.03181,0.134808,0.640288,0.327434,1.069143,0.355332,-2.244603,-0.662684,0.267776,1.11971,-0.091426,0.573981,4.576906,-0.432161,-0.261584,0.565218,-0.499203,-0.064091,0.695358,1.076197,0.378339,0.027485,-0.431125,-0.648875,0.707257,-0.048633,0.472321,-3.098959,0.005403,-0.27475,-0.043413,-0.146805,0.50299,-1.956053,0.145342,0.091445,-0.050478,0.146123,-0.057874,0.035192,-0.483096,-0.163089,-0.548708,0.315626,-0.061769,-0.519185,-0.55417,0.154176,-1.603578,0.190124,0.296511,0.00308,0.094771,0.0957,-0.281899,-0.390379,0.402186,-1.38174,-0.241157,-0.437742
ACH-000295,0.362848,0.065785,0.785941,-1.198432,0.322428,1.249124,-0.171899,0.487023,-0.550273,0.25337,-0.217182,0.26852,0.516634,0.223247,-0.207877,0.366415,-0.180079,-0.451489,0.205716,0.537287,1.161686,-0.533193,0.310577,-0.860318,0.242484,0.043756,-0.420131,0.687059,0.091497,-1.012262,0.494002,-0.189509,-2.334439,0.238302,0.125355,-0.447856,0.154993,0.247924,0.003956,-0.392171,-0.013525,-0.08072,-0.129249,0.545814,0.211887,0.320058,0.799449,0.005637,-0.40174,-0.031389,-0.829255,1.219092,-3.708426,-0.005025,0.173695,-6.1e-05,0.866145,-1.115353,-0.931025,-0.430181,-0.197624,0.581005,-0.04285,0.465911,-0.483916,-1.19103,-0.233983,-0.06244,0.314037,4.020242,-0.001728,-0.11548,-0.616616,0.848729,-0.201899,-0.939868,0.486123,-0.903651,-0.096329,-0.374596,0.35461,-0.366603,-0.025651,-0.125338,-0.671212,0.118611,-0.536661,0.365816,0.407495,-0.679104,-0.23165,-0.189377,0.505256,0.469255,1.436196,-1.895331,-0.584756,0.30673,-1.452782,1.243107,1.970792,0.13047,1.503078,0.530061,-0.023922,-0.13196,0.969292,0.327286,-0.584844,0.638326,0.353754,0.419946,-0.135629,0.138208,0.204099,0.294113,0.788979,-0.138446,-0.180636,0.144896,0.059157,-0.252691,1.064426,1.449253,0.07196,0.094278,-0.453441,0.330911,-0.109657,0.383984,-0.359794,1.238112,3.328097,-0.168266,-0.211622,-0.379233,-0.413574,-0.58781,-0.574867,5.195608,-1.827385,-1.079695,0.375754,0.831958
ACH-000024,-0.089359,0.195706,-0.503728,-0.334606,-0.558144,-0.553875,-0.632725,-0.284155,1.123064,0.782025,-2.200667,0.005218,0.351746,0.987924,-0.340317,1.00893,0.125929,0.328567,0.034734,0.074928,1.713812,-0.029066,0.145367,-1.574204,0.114937,-0.136591,-0.089398,0.000933,0.149438,0.520909,0.697834,0.627311,-0.796719,0.056793,-0.100682,-0.664466,0.938919,0.609403,-0.1174,-0.824588,0.909602,1.051559,0.254815,-0.617832,-0.298591,-0.048231,-0.298511,0.277037,-1.224405,0.775578,0.246403,0.547781,0.455859,0.007389,-0.209486,0.227304,0.736423,-0.845592,0.93345,-0.961379,-0.902776,-1.636858,0.770966,-0.630608,-0.122756,-1.83933,0.029099,-0.014744,-0.090341,-0.663526,-0.028706,0.24826,-0.303487,-0.246105,0.144417,-0.159766,0.359249,0.046105,-0.011813,0.086257,-0.174371,-0.191485,0.300532,0.15431,0.01158,-0.279927,0.336213,-0.281229,-0.478061,-0.363657,0.093036,-0.618063,1.883768,-0.484879,0.497246,-1.679078,-0.864557,0.858784,-0.592377,0.264322,-1.292228,-0.244981,-0.292051,-0.537205,-0.080199,-0.313492,0.143921,-0.039605,0.578745,0.023733,-0.688413,-2.835667,-0.433174,-0.266401,0.428344,0.253501,2.223317,0.529856,0.069358,-0.04494,-0.188318,0.172228,0.075,0.081351,-0.09933,0.981612,0.088115,0.225477,-0.108471,0.296232,-0.23837,0.400548,-1.973101,-0.473569,-0.014797,0.85182,-0.653827,-0.371392,0.881275,3.615214,-4.416189,-2.584804,0.176606,0.398248
ACH-000174,-0.155148,-0.061522,-0.093334,0.622894,-0.214941,0.28894,-0.658264,-0.106724,0.133242,0.01197,-0.708075,-0.277529,0.018127,1.014946,0.211435,-0.198712,-0.248279,0.344659,0.045287,-0.337201,-0.074008,0.129308,-0.024237,0.128045,-0.170956,-0.149247,0.760324,-0.222036,0.072567,0.474323,-0.216193,-0.116288,1.430858,-0.087246,0.079104,-0.134805,0.48087,-0.105887,0.298711,-0.319198,0.127623,0.521123,-0.105607,0.040994,0.453836,0.24034,-0.319322,0.475225,-0.346696,-0.108129,0.231624,-0.364675,0.968742,-0.097009,-0.157894,0.00894,-0.873996,-0.258922,0.552618,1.953936,-0.336121,-0.583958,-0.84937,0.00443,0.7708,-0.100526,0.202818,-0.135494,0.335315,-0.751104,-0.171256,0.376074,0.424143,-0.360119,-0.03857,0.263625,-0.288269,-0.192494,0.334737,0.527422,0.202572,0.303326,0.18131,-0.346477,-0.044193,-0.344401,-0.060579,-0.10772,0.158531,-0.230406,-1.995528,0.76185,-0.281782,0.299221,0.404896,0.322046,3.722347,0.015783,0.531986,0.249525,0.277685,0.335291,-0.372953,-0.141212,-0.034696,-0.993068,0.619082,-0.049436,0.38186,-0.575761,0.079059,-0.142533,-0.284166,-0.113824,0.172649,-0.496363,0.810081,0.392189,-0.013594,0.195358,0.193749,0.132334,0.040009,-0.478968,-0.204013,-0.028593,0.362589,-0.117391,0.121261,0.074731,0.268875,0.127871,-2.455402,-0.003766,-1.092231,-0.154956,1.365057,0.349386,-0.363788,-0.906965,-0.481319,-1.253654,0.012984,0.189336
ACH-000627,-0.064482,-0.140051,0.365861,0.427044,0.294768,1.112124,0.159764,-0.099031,0.010915,0.049555,-0.328147,0.48957,0.282337,-0.81771,0.368515,-0.425749,0.306415,0.068907,0.035899,-0.56963,-0.217369,-0.181235,0.245899,-0.253765,-0.176047,0.23033,1.098731,-0.188562,-0.115528,0.199502,-0.394415,-0.193633,2.282305,0.040683,0.048386,0.506948,-0.05891,-1.045025,0.325875,0.16282,0.109138,0.277362,-0.142134,0.452272,-0.129133,-0.147209,-0.301559,-0.04378,-0.516874,-0.36202,0.141836,-0.200016,0.479138,-0.077323,-0.529789,-0.19305,0.508698,-0.274502,0.151281,0.866715,-0.629714,0.481031,-0.366927,-0.139806,0.15907,-0.2275,0.519273,-0.075022,0.295945,0.134925,-0.513674,-0.458935,0.169724,0.181404,-0.030905,0.266446,-0.582899,0.107085,-0.135486,0.625628,0.019274,0.115628,-0.116982,0.537835,-0.087735,0.300943,0.503859,-0.012021,0.791961,1.36896,-1.849486,0.323176,-0.057016,0.013005,0.270505,1.415049,4.229812,-0.043114,0.560308,-0.637063,0.068259,-0.305878,-0.250975,1.021863,0.126033,0.699625,0.20822,-0.092549,0.114054,-0.274803,-0.224376,-0.797939,-0.011252,-0.1477,0.298342,-0.237136,1.66395,0.003589,0.649956,-0.002904,0.073918,0.0,0.055455,0.597216,-0.232967,-0.128327,1.823945,-0.066259,0.592742,0.164507,0.909954,-0.016402,-1.579102,0.011311,0.024466,0.000498,0.16639,0.298799,-0.393797,-0.385121,1.391693,0.589099,-0.04637,-0.114815
